File Name,File Path,Labels,sample_rate,emotions
03-01-03-01-02-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-03-01-02-02-01.wav, Dogs are sitting by the door.,48000,03
03-01-05-01-01-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-05-01-01-02-01.wav, Kids are talking by the door.,48000,05
03-01-02-01-02-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-02-01-02-02-01.wav, Dogs are sitting by the door.,48000,02
03-01-08-01-01-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-08-01-01-01-01.wav, Kids are talking by the door.,48000,08
03-01-03-02-02-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-03-02-02-02-01.wav, Dogs are sitting by the door.,48000,03
03-01-04-02-01-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-04-02-01-01-01.wav, Kids are talking by the door.,48000,04
03-01-04-01-02-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-04-01-02-02-01.wav, Dogs are sitting by the door.,48000,04
03-01-06-02-02-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-06-02-02-01-01.wav, Dogs are sitting by the door.,48000,06
03-01-07-02-01-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-07-02-01-01-01.wav, Kids are talking by the door!,48000,07
03-01-07-02-01-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-07-02-01-02-01.wav, Kids are talking by the door.,48000,07
03-01-08-01-01-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-08-01-01-02-01.wav, Kids are talking by the door.,48000,08
03-01-03-02-01-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-03-02-01-02-01.wav, Kids are talking by the door.,48000,03
03-01-07-01-02-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-07-01-02-02-01.wav, Dogs are sitting by the door.,48000,07
03-01-08-02-01-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-08-02-01-02-01.wav, Kids are talking by the door.,48000,08
03-01-07-02-02-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-07-02-02-01-01.wav, Oh dogs are sitting by the door.,48000,07
03-01-07-02-02-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-07-02-02-02-01.wav, Dogs are sitting by the door.,48000,07
03-01-03-01-02-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-03-01-02-01-01.wav, Dogs are sitting by the door.,48000,03
03-01-05-01-02-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-05-01-02-02-01.wav, Dogs are sitting by the door.,48000,05
03-01-06-02-01-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-06-02-01-02-01.wav, Kids are talking by the door.,48000,06
03-01-01-01-01-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-01-01-01-02-01.wav, Kids are talking by the door.,48000,01
03-01-03-01-01-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-03-01-01-02-01.wav, Kids are talking by the door.,48000,03
03-01-03-02-02-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-03-02-02-01-01.wav, Dogs are sitting by the door.,48000,03
03-01-08-02-02-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-08-02-02-02-01.wav, Dogs are sitting by the door.,48000,08
03-01-05-02-02-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-05-02-02-01-01.wav, Dogs are sitting by the door.,48000,05
03-01-04-02-01-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-04-02-01-02-01.wav, Kids are talking by the door.,48000,04
03-01-07-01-02-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-07-01-02-01-01.wav, Dogs are sitting by the door.,48000,07
03-01-06-01-01-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-06-01-01-01-01.wav, Kids are talking by the door.,48000,06
03-01-05-01-01-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-05-01-01-01-01.wav, Kids are talking by the door.,48000,05
03-01-02-02-01-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-02-02-01-01-01.wav, Kids are talking by the door.,48000,02
03-01-05-02-02-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-05-02-02-02-01.wav, Dogs are sitting by the door!,48000,05
03-01-03-01-01-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-03-01-01-01-01.wav, Kids are talking by the door.,48000,03
03-01-06-02-02-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-06-02-02-02-01.wav, Dogs are sitting by the door.,48000,06
03-01-07-01-01-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-07-01-01-02-01.wav, Kids are talking by the door.,48000,07
03-01-05-02-01-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-05-02-01-01-01.wav, Kids are talking by the door!,48000,05
03-01-08-02-02-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-08-02-02-01-01.wav, Dogs are sitting by the door.,48000,08
03-01-04-01-02-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-04-01-02-01-01.wav, Dogs are sitting by the door.,48000,04
03-01-02-01-01-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-02-01-01-01-01.wav, Kids are talking by the door.,48000,02
03-01-04-01-01-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-04-01-01-02-01.wav, Kids are talking by the door.,48000,04
03-01-04-02-02-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-04-02-02-01-01.wav, Dogs are sitting by the door.,48000,04
03-01-06-02-01-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-06-02-01-01-01.wav, Kids are talking by the door.,48000,06
03-01-02-02-02-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-02-02-02-02-01.wav, Dogs are sitting by the door.,48000,02
03-01-05-02-01-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-05-02-01-02-01.wav, Kids are talking by the door.,48000,05
03-01-02-01-02-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-02-01-02-01-01.wav, Dogs are sitting by the door.,48000,02
03-01-05-01-02-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-05-01-02-01-01.wav, Dogs are sitting by the door.,48000,05
03-01-01-01-02-01-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-01-01-02-01-01.wav, Dogs are sitting by the door.,48000,01
03-01-06-01-02-02-01.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_01/03-01-06-01-02-02-01.wav, Dogs are sitting by the door.,48000,06
03-01-05-01-01-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-05-01-01-02-15.wav, Kids are talking by the door.,48000,05
03-01-02-01-01-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-02-01-01-01-15.wav, Kids are talking by the door.,48000,02
03-01-05-01-02-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-05-01-02-02-15.wav, Dogs are sitting by the door.,48000,05
03-01-06-01-01-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-06-01-01-01-15.wav, Kids are talking by the door.,48000,06
03-01-06-01-02-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-06-01-02-02-15.wav, Dogs are sitting by the door.,48000,06
03-01-02-02-02-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-02-02-02-01-15.wav, Dogs are sitting by the door.,48000,02
03-01-05-02-02-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-05-02-02-01-15.wav, Dogs are sitting by the door.,48000,05
03-01-05-01-02-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-05-01-02-01-15.wav, Dogs are sitting by the door.,48000,05
03-01-06-02-02-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-06-02-02-01-15.wav, Dogs are sitting by the door.,48000,06
03-01-04-02-01-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-04-02-01-01-15.wav, Kids are talking by the door.,48000,04
03-01-07-01-02-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-07-01-02-01-15.wav, Dogs are sitting by the door.,48000,07
03-01-04-01-02-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-04-01-02-01-15.wav, Dogs are sitting by the door.,48000,04
03-01-07-02-02-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-07-02-02-01-15.wav, Dogs are sitting by the door.,48000,07
03-01-06-02-01-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-06-02-01-02-15.wav, Keep their talking by the door.,48000,06
03-01-03-02-02-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-03-02-02-02-15.wav, Docs are sitting by the door.,48000,03
03-01-03-02-01-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-03-02-01-01-15.wav, Kids are talking by the door.,48000,03
03-01-04-01-01-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-04-01-01-02-15.wav, Kids are talking by the door.,48000,04
03-01-08-01-01-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-08-01-01-02-15.wav, Kids are talking by the door.,48000,08
03-01-08-01-02-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-08-01-02-02-15.wav, Dogs are sitting by the door.,48000,08
03-01-07-01-01-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-07-01-01-01-15.wav, Kids are talking by the door.,48000,07
03-01-02-01-02-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-02-01-02-02-15.wav, Dogs are sitting by the door.,48000,02
03-01-08-02-02-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-08-02-02-01-15.wav, Dogs are sitting by the door.,48000,08
03-01-03-02-01-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-03-02-01-02-15.wav, Kids are talking by the door.,48000,03
03-01-02-01-02-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-02-01-02-01-15.wav, Dogs are sitting by the door.,48000,02
03-01-01-01-02-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-01-01-02-01-15.wav, Dogs are sitting by the door.,48000,01
03-01-07-01-02-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-07-01-02-02-15.wav, Dogs are sitting by the door.,48000,07
03-01-01-01-02-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-01-01-02-02-15.wav, Dogs are sitting by the door.,48000,01
03-01-08-02-01-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-08-02-01-02-15.wav, Kids are talking by the door.,48000,08
03-01-06-02-02-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-06-02-02-02-15.wav, Dogs are sitting by the door.,48000,06
03-01-03-01-02-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-03-01-02-01-15.wav, Dogs are sitting by the door.,48000,03
03-01-02-02-02-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-02-02-02-02-15.wav, Dogs are sitting by the door.,48000,02
03-01-03-01-01-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-03-01-01-01-15.wav, Kids are talking by the door.,48000,03
03-01-02-02-01-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-02-02-01-01-15.wav, Kids are talking by the door.,48000,02
03-01-03-01-02-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-03-01-02-02-15.wav, Dogs are sitting by the door.,48000,03
03-01-08-02-01-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-08-02-01-01-15.wav, Get there talking by the door!,48000,08
03-01-04-02-02-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-04-02-02-01-15.wav, Dogs are sitting by the door.,48000,04
03-01-08-01-01-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-08-01-01-01-15.wav, Kids are talking by the door.,48000,08
03-01-07-02-01-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-07-02-01-02-15.wav, Kids are talking by the door.,48000,07
03-01-04-01-01-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-04-01-01-01-15.wav, Kids are talking by the door.,48000,04
03-01-05-01-01-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-05-01-01-01-15.wav, Kids are talking by the door.,48000,05
03-01-07-01-01-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-07-01-01-02-15.wav, Kids are talking by the door.,48000,07
03-01-08-01-02-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-08-01-02-01-15.wav, Dogs are sitting by the door.,48000,08
03-01-04-02-02-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-04-02-02-02-15.wav, Dogs are sitting by the door.,48000,04
03-01-06-01-02-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-06-01-02-01-15.wav, Dogs are sitting by the door.,48000,06
03-01-01-01-01-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-01-01-01-01-15.wav, Kids are talking by the door.,48000,01
03-01-02-01-01-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-02-01-01-02-15.wav, Kids are talking by the door.,48000,02
03-01-04-01-02-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-04-01-02-02-15.wav, Dogs are sitting by the door.,48000,04
03-01-01-01-01-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-01-01-01-02-15.wav, Kids are talking by the door.,48000,01
03-01-05-02-02-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-05-02-02-02-15.wav, Dogs are sitting by the door.,48000,05
03-01-08-02-02-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-08-02-02-02-15.wav, Dogs are sitting by the door.,48000,08
03-01-05-02-01-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-05-02-01-01-15.wav, Kids are talking by the door.,48000,05
03-01-07-02-01-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-07-02-01-01-15.wav, Kids are talking by the door.,48000,07
03-01-03-02-02-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-03-02-02-01-15.wav, Dogs are sitting by the door.,48000,03
03-01-06-01-01-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-06-01-01-02-15.wav, Keeps their talking by the door.,48000,06
03-01-03-01-01-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-03-01-01-02-15.wav, Kids are talking by the door.,48000,03
03-01-04-02-01-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-04-02-01-02-15.wav, Get their talking by the door.,48000,04
03-01-05-02-01-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-05-02-01-02-15.wav, Kids are talking by the door!,48000,05
03-01-02-02-01-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-02-02-01-02-15.wav, Kids are talking by the door.,48000,02
03-01-07-02-02-02-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-07-02-02-02-15.wav, Dogs are sitting by the door.,48000,07
03-01-06-02-01-01-15.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_15/03-01-06-02-01-01-15.wav, Get the talking by the door!,48000,06
03-01-04-02-02-01-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-04-02-02-01-21.wav, Dogs are sitting by the door.,48000,04
03-01-04-01-02-02-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-04-01-02-02-21.wav, Dogs are sitting by the door.,48000,04
03-01-05-01-02-02-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-05-01-02-02-21.wav, Dogs are sitting by the door.,48000,05
03-01-01-01-02-01-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-01-01-02-01-21.wav, Dogs are sitting by the door.,48000,01
03-01-04-02-01-02-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-04-02-01-02-21.wav, Kids are talking by the door.,48000,04
03-01-07-02-02-02-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-07-02-02-02-21.wav, Dogs are sitting by the door.,48000,07
03-01-02-02-02-02-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-02-02-02-02-21.wav, Dogs are sitting by the door.,48000,02
03-01-05-02-02-01-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-05-02-02-01-21.wav, Dogs are sitting by the door.,48000,05
03-01-03-01-01-02-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-03-01-01-02-21.wav, Kids are talking by the door.,48000,03
03-01-06-01-01-01-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-06-01-01-01-21.wav, Kids are talking by the door.,48000,06
03-01-03-02-02-01-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-03-02-02-01-21.wav, Dogs are sitting by the door.,48000,03
03-01-05-02-01-01-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-05-02-01-01-21.wav, Kids are talking by the door.,48000,05
03-01-05-01-02-01-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-05-01-02-01-21.wav, Dogs are sitting by the door.,48000,05
03-01-07-01-01-02-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-07-01-01-02-21.wav, Kids are talking by the door.,48000,07
03-01-08-01-02-02-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-08-01-02-02-21.wav, Dogs are sitting by the door.,48000,08
03-01-07-01-01-01-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-07-01-01-01-21.wav, Kids are talking by the door.,48000,07
03-01-08-02-01-01-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-08-02-01-01-21.wav, Kids are talking by the door.,48000,08
03-01-03-01-02-01-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-03-01-02-01-21.wav, Dogs are sitting by the door.,48000,03
03-01-07-01-02-02-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-07-01-02-02-21.wav, Dogs are sitting by the door.,48000,07
03-01-08-01-01-01-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-08-01-01-01-21.wav, Kids are talking by the door.,48000,08
03-01-05-01-01-01-21.wav,/home/drjslab/LAB-01/Identify-emotions-in-speech/Experiment 03.01/RAVDEES/Actor_21/03-01-05-01-01-01-21.wav, Kids are talking by the door.,48000,05
